,I,pval_norm,var_norm,pval_z_sim,pval_sim,var_sim,pval_norm_fdr_bh,pval_z_sim_fdr_bh,pval_sim_fdr_bh,is_spatial,pattern_type,method
sim_g284,0.024742832377905987,5.644484879496758e-12,1.3395159586304278e-05,3.3306690738754696e-16,0.000999000999000999,9.425646811807572e-06,1.0452749776845849e-11,6.092687330260006e-16,0.0011059051649457553,0,null,moran
sim_g181,0.024331769542540828,1.221767131909246e-11,1.3395159586304278e-05,2.220446049250313e-16,0.000999000999000999,8.979806973506496e-06,2.2486511630231523e-11,4.086710520092601e-16,0.0011059051649457553,0,null,moran
sim_g151,0.024311145631588066,1.2696177442705903e-11,1.3395159586304278e-05,1.1102230246251565e-16,0.000999000999000999,8.723416677495253e-06,2.3224714834218116e-11,2.0687385552021553e-16,0.0011059051649457553,0,null,moran
sim_g154,0.024134301716646215,1.7627233006578535e-11,1.3395159586304278e-05,4.440892098500626e-16,0.000999000999000999,8.930647846577068e-06,3.2049514557415514e-11,8.074349270001138e-16,0.0011059051649457553,0,null,moran
sim_g250,0.023715661213931427,3.798306114077832e-11,1.3395159586304278e-05,1.1102230246251565e-14,0.000999000999000999,9.690413150981033e-06,6.864408639899695e-11,1.9708101028848934e-14,0.0011059051649457553,0,null,moran
sim_g182,0.023363954082174797,7.167855198275674e-11,1.3395159586304278e-05,5.329070518200751e-15,0.000999000999000999,9.078333445478596e-06,1.2876386583728758e-10,9.516197353929913e-15,0.0011059051649457553,0,null,moran
sim_g171,0.02295413531119767,1.4852719054658792e-10,1.3395159586304278e-05,4.551914400963142e-15,0.000999000999000999,8.76412912025143e-06,2.6522712597604984e-10,8.17709173825714e-15,0.0011059051649457553,0,null,moran
sim_g281,0.022576863492128278,2.873334903341629e-10,1.3395159586304278e-05,6.661338147750939e-16,0.000999000999000999,7.98784246060153e-06,5.100594502973305e-10,1.203856291762218e-15,0.0011059051649457553,0,null,moran
sim_g271,0.022398108417371738,3.9137737495309466e-10,1.3395159586304278e-05,8.548717289613705e-14,0.000999000999000999,9.142822940733951e-06,6.906659557995789e-10,1.5085971687553597e-13,0.0011059051649457553,0,null,moran
sim_g207,0.021870147230230935,9.617927565486184e-10,1.3395159586304278e-05,9.869882688917642e-14,0.000999000999000999,8.868045188601373e-06,1.6829950224148579e-09,1.727300473195883e-13,0.0011059051649457553,0,null,moran
