g,FSV,M,l,max_delta,max_ll,max_mu_hat,max_s2_t_hat,model,n,s2_FSV,s2_logdelta,time,BIC,max_ll_null,LLR,pval,qval,is_svg
sim_g173,2.061153435493158e-09,4,1.0655670566970437,485165195.4097903,-12405.80938491186,-3.69509036633548,2.9759639406718934e-08,SE,9560,163.9525109538284,2.794299694005707e+19,0.001516103744506836,24848.2801418479,-12405.809411064127,2.615226730995346e-05,0.9959196929863259,0.9959197742953656,False
sim_g175,0.9999546021272737,4,1.0655670566970437,4.5399929762484854e-05,-9858.388681162727,-3.338841033188772,11.598677188194099,SE,9560,439.89375083493053,154573342515.72983,0.0031280517578125,19753.438734349635,-9858.403024848765,0.014343686038046144,0.9046692063754855,0.9959197742953656,False
sim_g178,0.9999546021272738,4,1.0655670566970437,4.5399929762484854e-05,-15631.19750103248,-4.139517372257734,18.661418079380155,SE,9560,14.37986273735164,5052909808.35942,0.0018391609191894531,31299.05637408914,-15631.497813911861,0.30031287938072637,0.5836863399785963,0.9959197742953656,False
sim_g179,2.0611534354931574e-09,4,1.0655670566970437,485165195.4097903,-14013.926823673144,-3.766669843609523,3.150732817501376e-08,SE,9560,141.36721607753572,2.409370654525329e+19,0.0032889842987060547,28064.51501937047,-14013.926849825413,2.6152269128942862e-05,0.9959196928444267,0.9959197742953656,False
sim_g181,0.9999546021272738,4,1.0655670566970437,4.5399929762484854e-05,-16117.324638832177,-4.207012687048708,19.389212205113353,SE,9560,84.40835917910468,29660076301.97993,0.0017290115356445312,32271.310649688534,-16117.413458664283,0.08881983210631006,0.7656828901630549,0.9959197742953656,False
sim_g183,0.9999546021272738,4,1.0655670566970437,4.5399929762484854e-05,-14886.632843041369,-4.31305375936783,19.904747902777352,SE,9560,126.2360285319851,44357813310.746704,0.0033180713653564453,29809.927058106918,-14886.707418003734,0.0745749623656593,0.7847885170916131,0.9959197742953656,False
sim_g190,2.061153435493158e-09,4,1.0655670566970437,485165195.4097903,-16452.753889020853,-4.70399635509237,4.937952336664355e-08,SE,9560,192.41648854997916,3.2794211686594757e+19,0.002755880355834961,32942.169150065885,-16452.753915173147,2.6152294594794512e-05,0.9959196908578387,0.9959197742953656,False
sim_g193,0.9999546021272737,4,1.0655670566970437,4.5399929762484854e-05,-12820.794484084061,-3.6106932844234523,13.881591668680317,SE,9560,876.9034202474699,308133253709.2361,0.0027298927307128906,25678.250340192302,-12820.884917272388,0.09043318832664227,0.7636271670761329,0.9959197742953656,False
sim_g194,2.0611534354931574e-09,4,1.0655670566970437,485165195.4097903,-13627.19315151067,-3.946540574372768,3.4190967652492446e-08,SE,9560,565.4688643101424,9.637482618101316e+19,0.0042688846588134766,27291.04767504552,-13627.193177663019,2.6152349164476618e-05,0.9959196866008678,0.9959197742953656,False
sim_g195,0.9999546021272738,4,1.0655670566970437,4.5399929762484854e-05,-13634.481142607872,-3.8415898811062914,15.759618909532168,SE,9560,526.2706382914467,184925135840.63406,0.003545999526977539,27305.623657239925,-13634.493599144931,0.012456537058824324,0.9111335486858004,0.9959197742953656,False
sim_g196,0.500815211788963,4,1.0655670566970437,0.9967443724024138,-16771.644419283402,-4.5953271666465065,11.550847199383645,SE,9560,973.6747777394024,18237.761881991297,0.006181955337524414,33579.950210590985,-16771.66812213119,0.023702847785898484,0.8776434099957072,0.9959197742953656,False
sim_g200,0.4986165216954045,4,1.0655670566970437,1.0055491786714763,-16681.017258796535,-4.5695961921074835,11.364303445710908,SE,9560,1492.7933350229937,27961.51653945338,0.0022840499877929688,33398.69588961725,-16681.02007748188,0.0028186853451188654,0.9576591692045688,0.9959197742953656,False
sim_g202,0.9999546021272737,4,1.0655670566970437,4.5399929762484854e-05,-14530.698821974616,-3.98699509841181,17.10618176694978,SE,9560,11.696235603718362,4109915698.2492666,0.002162933349609375,29098.059015973413,-14531.022454201568,0.3236322269513039,0.5694329425823454,0.9959197742953656,False
sim_g204,0.9999546021272737,4,1.0655670566970437,4.5399929762484854e-05,-11840.278274961891,-3.4624854929557385,12.675488063027442,SE,9560,204.61342780616204,71898683260.60335,0.005250215530395508,23717.217921947962,-11840.312140578784,0.03386561689330847,0.8539929554148376,0.9959197742953656,False
